card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,rules_text,section,initiative_text,initiative_summary
554,Crystal Reaver King,super,9,5,10,5,6,4,24,"Beast covered in jagged lunar crystals, glowing core.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
555,Void Herald King,super,5,6,11,5,12,4,32,"Cloaked figure with black flame crown, staff of void.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Enemies entering adjacent spaces must target this unit if able. When attacking, this unit deals damage before normal combat resolution.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
556,Eclipse Warlock Lord,super,9,9,5,4,4,4,20,"Robed caster with eclipse sigils glowing, crowned with crescent.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
557,Hollow Bishop King,super,10,5,5,9,5,4,23,"Emaciated cleric with hollowed eyes, silver staff, crowned with moonstone.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
558,Chain Pontiff Lord,super,5,10,5,11,4,4,26,"Towering cleric wrapped in glowing chains, staff of gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
559,Ash Bishop Queen,super,9,5,5,6,10,4,24,"Ash-stained cleric glowing with embers, mask of soot.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
560,Blade Dancer Lord,super,5,5,12,5,11,4,31,"Graceful gladiator wielding twin curved blades, crowned with silver.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
561,Iron Juggernaut King,super,9,5,8,5,5,4,20,"Gladiator clad in iron plates, massive hammer, crowned with bronze.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
562,Blood Arena Lord King,super,6,11,5,11,5,4,30,"Gladiator with crimson cloak, war banner, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
563,Pit Beastmaster King,super,6,5,8,4,10,4,22,"Gladiator with chained beasts, crowned with bone.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Enemies entering adjacent spaces must target this unit if able. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
564,Skullcrusher King,super,8,6,10,5,5,4,23,"Huge brute with spiked mace, crowned with iron.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
565,Crystal Knight Lord,super,9,12,5,4,5,4,26,"Armored knight of crystal plating, lance glowing.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
566,Prism Lancer King,super,4,10,4,5,11,4,25,"Cavalier with crystal lance mounted on beast, crowned with crystal.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
567,Gleam Sorcerer Lord,super,5,12,6,11,4,4,31,"Robed figure with glowing crystal crown, staff of light.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
568,Shard Brute King,super,4,6,6,9,11,4,26,"Hulking mutant covered in shards, crowned with obsidian.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
569,Crystal Stalker Lord,super,10,11,5,5,6,4,28,"Beast with crystalline claws, crowned with lunar crystal.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
570,Void Knight King,super,5,11,6,5,9,4,26,"Armored warrior wreathed in void fire, crowned with shadow.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
571,Shadow Assassin Lord,super,5,9,8,5,6,4,21,"Black-clad killer with crescent daggers, crowned with silver.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
572,Hollow Beast King,super,4,4,9,11,5,4,24,"Twisted humanoid with hollow core, crowned with bone.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
573,Eclipse Wraith Lord,super,6,8,5,9,4,4,20,"Spirit wreathed in eclipse aura, crowned with moonstone.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
574,Void Devourer King,super,5,8,11,5,6,4,25,"Massive humanoid with void mouth across chest, crowned with darkness.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
575,Bronze Pitlord King,super,11,5,4,10,6,4,27,"Gladiator captain clad in bronze plates, crowned with gold.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Enemies entering adjacent spaces must target this unit if able. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
576,Crimson Duelmaster Lord,super,4,6,6,10,10,4,26,"Elegant fighter in red armor, twin swords, crowned with crimson.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Excess damage from this unit carries over to the next target. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
577,Chain Warlord King,super,9,5,12,5,4,4,26,"Bulky gladiator with massive hooked chains, crowned with iron.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
578,Masked Champion Lord,super,5,10,5,9,4,4,23,"Fighter with ornate golden mask, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
579,Ash Gladiator Lord King,super,5,4,11,6,9,4,25,"Covered in burning ash armor, crowned with flame.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
580,Ash Priest King,super,10,6,5,11,4,4,27,"Tall priest with ash veil, crowned with soot.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
581,Blood Oracle Lord,super,5,9,11,5,5,4,25,"Oracle with blood-soaked staff, crowned with crimson.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
582,Ember Prophet King,super,10,6,5,8,6,4,24,"Robed in red firecloth, crowned with ember.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
583,Ash Binder Lord,super,11,5,12,4,5,4,30,"Cloaked in ash chains, crowned with iron.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
584,Crimson Prophetess Queen,super,6,6,12,4,11,4,32,"Woman in crimson robes, crescent staff, crowned with ruby.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
585,Dune Chieftain King,super,6,11,8,6,5,4,26,"Raider chief with golden spear, crowned with sand.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
586,Canyon Marauder King Lord,super,10,6,4,5,11,4,27,"Heavily armed warlord with jagged axe, crowned with stone.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space. When attacking, this unit deals damage before normal combat resolution.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
587,Bone Raider Lord King,super,5,11,5,6,10,4,28,"Raider cloaked in bones, spiked spear, crowned with skulls.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
588,Ash Nomad Chieftain King,super,5,8,6,8,5,4,20,"Nomad leader with flaming scimitars, crowned with ash.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
589,Sandstorm Khan Lord,super,5,5,8,5,12,4,26,"Warlord with flowing robes, staff of wind, crowned with sand.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Excess damage from this unit carries over to the next target. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
590,Bone Colossus King,super,5,10,12,6,5,4,30,"Giant humanoid made of bone, crowned with skulls.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
591,Dust Wraith Lord,super,4,6,9,4,9,4,21,"Spirit shrouded in dust storm, crowned with sand.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
592,Crimson Horror King,super,5,5,9,8,5,4,20,"Flesh beast dripping crimson ichor, crowned with ruby.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
593,Ash High Priest King,super,9,5,5,5,11,4,25,"Priest draped in smoke and fire, crowned with soot.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Enemies entering adjacent spaces must target this unit if able. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
594,Blood Matron Queen,super,11,5,5,5,10,4,27,"Elder woman cloaked in crimson, ritual knife, crowned with ruby.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
595,Ember Lord King,super,8,4,4,5,11,4,22,"Red-armored prophet, flame sword, crowned with ember.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Excess damage from this unit carries over to the next target. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
596,Chain Hierophant Lord,super,5,5,9,12,4,4,26,"Priest covered in glowing chains, crowned with iron.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
597,Crimson Pontiff King,super,5,5,8,12,5,4,26,"Regal cult leader in crimson robes, jeweled staff, crowned with ruby.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
598,Pit King Lord,super,6,11,6,12,4,4,32,"Gladiator king with gold armor, bone crown, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
599,Masked Warlord King,super,9,4,9,5,4,4,20,"Champion with gilded mask, twin axes, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
600,Crimson Champion Lord,super,6,6,8,12,5,4,28,"Fighter drenched in blood, serrated sword, crowned with crimson.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
601,Bone Gladiator King,super,4,10,5,5,10,4,24,"Gladiator armored in bones, crowned with skulls.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
602,Arena Juggernaut King,super,6,6,9,11,6,4,28,"Enormous gladiator with chained hammer, crowned with iron.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
603,Ash Demon Lord,super,9,4,5,5,11,4,24,"Demon of ash and fire, horned skull, crowned with flame.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Enemies entering adjacent spaces must target this unit if able. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
604,Crimson Abomination Lord,super,5,8,5,5,11,4,24,"Flesh beast dripping crimson ichor, crowned with crimson.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Enemies entering adjacent spaces must target this unit if able. When attacking, this unit deals damage before normal combat resolution.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
605,Dust Titan King,super,4,5,6,10,10,4,25,"Colossal being of dust and stone, crowned with sand.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space. When attacking, this unit deals damage before normal combat resolution.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
606,Ash Leviathan King,super,11,4,8,5,5,4,23,"Serpentine beast wreathed in flame, crowned with soot.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
607,Red Khan Lord,super,10,11,6,4,4,4,26,"Warlord clad in red armor, massive axe, crowned with ruby.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
608,Bone Chieftain King,super,4,5,8,4,9,4,19,"Tribal leader wearing skull mask, crowned with bone.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
609,Canyon Lord King,super,9,8,5,6,4,4,20,"Raider general, golden spear, crowned with stone.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
610,Sandstorm Prophet Lord,super,5,9,11,4,4,4,24,"Robed warlord with wind staff, crowned with sand.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
611,Crimson Khan King,super,9,5,10,4,6,4,24,"Regal warlord in crimson silk, jeweled sword, crowned with ruby.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
612,Glyph Knight King,super,9,5,12,4,5,4,26,"Armored warrior etched with glowing runes, crowned with glyphs.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
613,Halo Paladin Lord,super,5,4,11,10,6,4,27,"Radiant knight crowned with luminous halo, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
614,Crystal Vanguard King,super,9,5,8,5,5,4,20,"Soldier clad in crystal armor, spear glowing, crowned with crystal.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
615,Obsidian Berserker King,super,5,4,6,8,9,4,20,"Hulking brute wielding obsidian axes, crowned with obsidian.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Enemies entering adjacent spaces must target this unit if able. When attacking, this unit deals damage before normal combat resolution.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
616,Oath Champion Lord,super,11,9,6,6,5,4,27,"Warrior branded with glowing vow runes, crowned with parchment.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
617,Blood Hierophant Lord,super,5,4,10,12,4,4,27,"Cloaked in crimson robes, knife in hand, crowned with ruby.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
618,Rune Exarch King,super,11,10,6,4,6,4,28,"Tall figure cloaked in glyphs, staff blazing, crowned with glyphs.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
619,Halo Prelate Lord,super,5,11,5,4,11,4,28,"Radiant cleric crowned with glowing halo, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
620,Void Inquisitor King,super,5,6,5,9,11,4,26,"Shadow-cloaked judge with glowing eyes, crowned with void.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Excess damage from this unit carries over to the next target. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
621,Obelisk General King,super,5,5,10,6,10,4,26,"Armored in stone, inscribed with runes, crowned with obelisk.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
622,Golden Strategos Lord,super,6,12,11,5,5,4,32,"Warrior in gilded armor with jeweled sword, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
623,Rune Captain King,super,5,5,11,9,6,4,26,"Soldier branded with glyph tattoos, crowned with glyphs.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
624,Halo Commander Lord,super,5,5,10,11,5,4,27,"Radiant figure with winged helm, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
625,Void Centurion King,super,5,5,8,5,12,4,26,"Dark knight wielding void lance, crowned with void.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
626,Crystal Colossus King,super,11,5,4,9,5,4,24,"Giant clad in crystalline plates, crowned with crystal.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
627,Oath Leviathan Lord,super,6,11,11,5,5,4,30,"Serpentine giant inscribed with vow runes, crowned with parchment.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
628,Ash Titan King,super,5,11,10,5,5,4,27,"Colossal humanoid wreathed in flame, crowned with soot.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
