lore_text,mechanics_text
"Gleam Sorcerer Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 5 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shard Brute King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Stalker Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Knight King — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shadow Assassin Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hollow Beast King — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 3
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Wraith Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Devourer King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bronze Pitlord King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 6 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Duelmaster Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Warlord King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 3
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Masked Champion Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Gladiator Lord King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Priest King — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 6 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Oracle Lord — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ember Prophet King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Binder Lord — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Prophetess Queen — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dune Chieftain King — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Canyon Marauder King Lord — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Raider Lord King — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Nomad Chieftain King — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Sandstorm Khan Lord — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Colossus King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dust Wraith Lord — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Horror King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash High Priest King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Matron Queen — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ember Lord King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Hierophant Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 5 • ⚔️ First Strike 3
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Pontiff King — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pit King Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Masked Warlord King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 3
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Champion Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Gladiator King — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Arena Juggernaut King — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Demon Lord — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Abomination Lord — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dust Titan King — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Leviathan King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 5 • ⚔️ First Strike 3
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Red Khan Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Chieftain King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Canyon Lord King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Sandstorm Prophet Lord — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Khan King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Glyph Knight King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Paladin Lord — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Vanguard King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obsidian Berserker King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oath Champion Lord — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Hierophant Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 5 • ⚔️ First Strike 3
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Exarch King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Prelate Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Inquisitor King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obelisk General King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Strategos Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Captain King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Commander Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Centurion King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Colossus King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 6 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oath Leviathan Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Titan King — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Seraph Lord — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 6 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Hierarch Lord — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Pontiff King — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Exemplar Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Exarch King — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
